,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
10,1,0,3.258096538021482,1.5779972314959875e+46,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,11,11,1,1,5,5,0,0.0,4,3,3,4,3,1,6,1051.0,4,0,354.0,1405.0,0,5,0.0,0,7.198183577101943,0,0,7.198183577101943,1.0,0.0,2,0,2,1,4.0,5,0,1,2,0,11.0,3,2.0,511.0,3,3,0.0,203,68,0,0,0,0,1,0,0,0,6,1,0,0,0,0
11,1,0,3.044522437723423,2.461849787113608e+39,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,39,39,1,1,5,5,0,504.0,3,3,3,3,3,1,3,156.0,1,0,327.0,483.0,0,3,0.0,0,6.180016653652572,504,0,6.894670039433482,0.0,0.0,1,1,2,1,3.0,5,0,0,0,0,39.0,1,1.0,264.0,3,3,0.0,275,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
12,1,0,3.044522437723423,2.461849787113608e+39,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,5,39,39,1,1,5,5,0,492.0,3,3,3,3,3,1,3,300.0,1,0,225.0,525.0,0,3,0.0,0,6.263398262591624,567,0,6.9957661563048505,0.0,0.0,1,1,3,1,3.0,6,0,0,0,0,13.0,1,1.0,320.0,3,3,0.0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0
13,1,0,3.1780538303479458,1.1356230957503874e+41,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,6,35,35,1,1,5,5,0,0.0,3,3,3,3,3,1,5,514.0,1,0,341.0,855.0,0,3,0.0,0,6.75110146893676,601,0,7.283448228756631,0.0,0.0,2,1,3,1,4.0,6,0,1,3,0,35.0,1,2.0,440.0,3,3,0.0,173,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0
14,1,0,3.1780538303479458,1.1356230957503874e+41,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,6,35,35,1,1,5,5,0,0.0,3,3,3,4,3,1,1,0.0,1,0,836.0,836.0,0,5,0.0,0,6.728628613084702,0,0,6.728628613084702,0.0,0.0,1,0,2,1,3.0,4,0,0,0,0,35.0,1,1.0,308.0,3,3,0.0,0,30,0,0,0,0,1,0,0,0,6,1,0,0,0,0
15,1,0,4.624972813284271,3.0439517956563533e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,9,5,1,0,1,1,5,5,0,162.0,5,3,3,5,3,1,1,0.0,1,0,1590.0,1590.0,0,5,0.0,0,7.394493107219038,707,0,7.755338812846501,0.0,0.0,2,1,3,1,5.0,10,0,1,4,0,1.0,3,3.0,751.0,3,3,0.0,144,133,0,0,0,0,1,0,0,0,1,1,0,0,0,0
16,1,0,4.543294782270004,3.1190786906321644e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,1,0,1,1,5,5,0,256.0,4,3,3,4,3,1,1,0.0,1,0,1544.0,1544.0,0,5,0.0,0,7.342131730584722,0,0,7.342131730584722,0.0,0.0,2,0,3,1,4.0,7,0,0,0,0,1.0,2,3.0,868.0,3,3,0.0,0,35,0,0,0,0,1,0,0,0,6,1,0,0,0,0
17,1,0,4.499809670330265,7.663975958606622e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,9,5,5,5,1,1,5,5,0,615.0,4,3,3,5,3,1,6,110.0,1,0,1588.0,1698.0,0,5,0.0,0,7.437206366871292,0,0,7.437206366871292,0.0,0.0,2,0,3,1,5.0,7,0,1,4,0,5.0,3,3.0,730.0,3,3,0.0,192,74,0,0,0,0,1,0,0,0,6,1,0,0,0,0
18,1,0,4.3694478524670215,9.876112561280903e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,5,4,1,1,5,5,0,240.0,4,3,3,5,3,1,6,28.0,1,0,1794.0,1822.0,0,5,0.0,0,7.507690077819904,0,0,7.507690077819904,0.0,0.0,2,0,3,1,5.0,8,0,1,4,0,5.0,2,3.0,678.0,3,3,0.0,0,119,0,0,0,0,1,0,0,0,2,1,0,0,0,0
19,1,0,4.700480365792417,1.155756890472185e+51,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,9,5,7,6,1,1,5,5,0,1095.0,5,3,3,5,3,4,6,1373.0,1,0,1473.0,2846.0,0,5,0.0,0,7.899524472032198,0,0,7.899524472032198,1.0,0.0,2,1,3,1,5.0,10,0,2,4,0,7.0,3,3.0,958.0,3,3,0.0,220,150,0,0,0,0,1,0,0,0,6,1,0,0,0,0
20,1,0,4.653960350157523,6.445772492061342e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,8,8,1,1,5,5,0,232.0,4,3,3,4,3,4,6,578.0,1,0,1093.0,1671.0,0,5,0.0,0,7.430707082545968,563,0,7.718685495198466,1.0,0.0,2,1,3,1,4.0,7,0,1,5,0,8.0,3,3.0,756.0,3,3,0.0,238,130,0,0,0,0,1,0,0,0,6,1,0,0,0,0
21,1,0,3.713572066704308,1.8652178771515843e+47,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,4,4,1,1,5,5,0,178.0,4,3,3,4,3,2,6,24.0,1,0,1346.0,1370.0,0,5,0.0,0,7.222566018822171,0,0,7.222566018822171,0.0,0.0,2,0,2,1,4.0,6,0,1,4,0,4.0,2,2.0,484.0,3,3,0.0,120,49,0,0,0,0,1,0,0,0,4,1,0,0,0,0
22,1,0,4.605170185988092,2.916527518299296e+52,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,5,5,1,1,5,5,0,0.0,4,3,3,4,3,1,1,0.0,1,0,1324.0,1324.0,0,5,0.0,0,7.188412736496954,0,0,7.188412736496954,0.0,0.0,2,0,3,1,4.0,6,0,0,0,0,5.0,3,2.0,430.0,3,3,0.0,36,23,0,0,0,0,1,0,0,0,1,1,0,0,0,0
23,1,0,3.7612001156935624,8.083891412405371e+42,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,4,4,1,1,5,5,0,14.0,4,3,3,4,3,3,6,16.0,1,0,1129.0,1145.0,0,5,0.0,0,7.0431599159883405,0,0,7.0431599159883405,0.0,0.0,2,0,2,1,4.0,6,0,0,0,0,4.0,3,2.0,437.0,3,3,0.0,100,116,0,0,0,0,1,0,0,0,1,1,0,0,0,0
24,1,0,4.204692619390966,4.652398168453259e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,6,1,1,5,5,0,0.0,4,3,3,4,3,1,6,326.0,1,0,58.0,384.0,0,5,0.0,0,6.612041034833092,630,0,7.2254814727822945,1.0,0.0,2,1,3,1,4.0,7,0,1,4,0,6.0,3,2.0,400.0,3,3,0.0,100,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0
25,1,0,4.143134726391533,1.8896645106325138e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,6,1,1,5,5,0,0.0,4,3,3,4,3,1,1,0.0,1,0,847.0,847.0,0,5,0.0,0,6.741700694652055,886,0,7.457609289715606,0.0,0.0,2,1,3,1,4.0,7,0,1,4,0,6.0,3,2.0,433.0,3,3,0.0,144,48,0,0,0,0,1,0,0,0,4,1,0,0,0,0
26,1,0,4.0943445622221,1.3892948579786372e+52,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,12,12,1,1,5,5,0,114.0,4,3,3,5,3,1,1,0.0,1,0,1629.0,1629.0,0,5,0.0,0,7.405495663199472,830,0,7.813995675002791,0.0,0.0,2,1,4,1,4.0,7,0,1,3,0,12.0,3,3.0,962.0,3,3,0.0,23,172,0,0,1,0,1,0,0,0,1,1,0,0,0,0
27,1,0,4.290459441148391,3.395617124472747e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,5,4,1,1,5,5,0,226.0,4,3,3,4,3,1,1,0.0,1,0,1595.0,1595.0,0,5,0.0,0,7.374629015218945,0,0,7.374629015218945,0.0,0.0,2,0,2,1,4.0,6,0,1,4,0,5.0,2,3.0,880.0,3,3,0.0,144,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0
28,1,0,4.5217885770490405,4.650353883966124e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,1,0,1,1,5,5,0,0.0,4,3,3,4,3,1,1,0.0,1,0,1218.0,1218.0,0,5,0.0,0,7.1049654482698426,0,0,7.1049654482698426,0.0,0.0,2,0,2,1,4.0,4,0,0,0,0,1.0,2,2.0,676.0,3,3,0.0,0,136,0,0,0,0,1,0,0,0,4,1,0,0,0,0
29,1,0,4.430816798843313,2.2276386343138307e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,5,5,1,1,5,5,0,0.0,4,3,3,5,3,1,6,1414.0,1,0,54.0,1468.0,0,5,0.0,0,7.291656209174461,0,0,7.291656209174461,1.0,0.0,2,0,2,1,4.0,6,0,1,4,0,5.0,3,2.0,528.0,3,3,0.0,0,102,0,0,1,0,1,0,0,0,5,1,0,0,0,0
30,1,0,4.248495242049359,1.1763013598139131e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,6,1,1,5,5,0,122.0,4,3,3,4,3,3,1,0.0,1,0,831.0,831.0,0,5,0.0,0,6.7226297948554485,828,0,7.413970290190444,0.0,0.0,2,1,3,1,4.0,8,0,0,0,0,6.0,2,2.0,484.0,3,3,0.0,144,68,0,0,0,0,1,0,0,0,4,1,0,0,0,0
31,1,0,4.248495242049359,1.0069248956017687e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,5,90,60,1,1,5,5,0,0.0,3,2,3,3,3,1,1,0.0,1,0,816.0,816.0,0,3,0.0,0,6.919683849847411,0,0,6.919683849847411,0.0,0.0,1,0,2,1,3.0,5,0,0,0,0,90.0,1,1.0,429.0,3,3,0.0,121,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0
32,1,0,3.6635616461296463,2.9538385844314183e+51,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,6,36,8,1,1,5,5,0,250.0,3,4,3,3,3,4,4,126.0,6,1,223.0,1208.0,0,5,0.0,0,7.309212365692763,0,0,7.309212365692763,1.0,0.0,2,0,3,1,3.0,7,0,2,2,0,36.0,3,2.0,461.0,3,3,0.0,296,0,1,0,0,0,1,4,0,0,4,1,0,0,0,0
33,1,0,4.442651256490317,4.0081609945041326e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,17,17,1,1,5,5,0,504.0,4,3,3,4,3,1,2,250.0,6,1,0.0,1231.0,0,5,0.0,0,7.1316985104669115,1098,0,7.761744984658913,1.0,0.0,2,1,4,1,4.0,9,0,1,3,0,17.0,2,3.0,762.0,3,3,0.0,32,130,0,0,0,0,1,0,0,0,6,1,0,0,0,0
34,1,0,4.477336814478207,4.996579608306791e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,18,17,1,1,5,5,0,180.0,4,3,3,4,3,1,6,1129.0,1,0,261.0,1390.0,0,5,0.0,0,7.2456550675945355,823,0,7.707512194600341,1.0,0.0,2,1,4,1,4.0,7,0,1,3,0,18.0,2,3.0,713.0,3,3,0.0,198,30,0,0,0,0,1,0,0,0,6,1,0,0,0,0
35,1,0,3.2188758248682006,1.4190198107715382e+45,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,5,1,1,5,5,0,0.0,4,3,3,5,3,3,6,1298.0,1,0,190.0,1488.0,0,5,0.0,0,7.305188215393037,0,0,7.305188215393037,1.0,0.0,2,0,2,1,4.0,6,0,1,4,0,6.0,3,2.0,506.0,3,3,0.0,168,50,0,0,0,0,1,0,0,0,3,1,0,0,0,0
36,1,0,3.6635616461296463,2.595416046985968e+43,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,6,1,1,5,5,0,0.0,4,3,3,4,3,1,1,0.0,1,0,840.0,840.0,0,5,0.0,0,6.733401891837359,840,0,7.426549072397305,0.0,0.0,2,1,2,1,4.0,3,0,0,0,0,6.0,2,2.0,588.0,3,3,0.0,0,111,0,0,0,0,1,0,0,0,1,1,0,0,0,0
37,1,0,3.4011973816621555,8.472281959007001e+42,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,6,1,1,5,5,0,120.0,4,3,3,4,3,3,6,280.0,1,0,320.0,600.0,0,5,0.0,0,6.396929655216146,600,0,7.090076835776092,0.0,0.0,2,1,2,1,4.0,4,0,0,0,0,6.0,2,2.0,480.0,3,3,0.0,0,172,0,0,0,0,1,0,0,0,4,1,0,0,0,0
38,1,0,3.1780538303479458,4.490329507303447e+41,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,6,5,1,1,5,5,0,0.0,4,3,3,4,3,1,6,368.0,5,1,190.0,600.0,0,5,0.0,0,6.396929655216146,600,0,7.090076835776092,1.0,0.0,2,1,2,1,4.0,4,0,0,0,0,6.0,2,2.0,480.0,3,3,0.0,0,172,0,0,0,0,1,0,0,0,2,1,0,0,0,0
39,1,0,3.1780538303479458,4.490329507303447e+41,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,5,5,1,1,5,5,0,216.0,4,3,3,4,3,1,6,376.0,1,0,224.0,600.0,0,5,0.0,0,6.396929655216146,636,0,7.119635638017636,1.0,0.0,2,1,2,1,4.0,4,0,0,0,0,5.0,2,2.0,480.0,3,3,0.0,0,166,0,0,0,0,1,0,0,0,5,1,0,0,0,0
40,1,0,4.2467757786272395,3.268388220473642e+42,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,10,10,1,1,5,5,0,1159.0,4,3,3,4,3,1,6,466.0,1,0,290.0,756.0,0,5,0.0,0,6.628041376179533,756,0,7.321188556739478,1.0,0.0,2,1,2,1,4.0,5,0,0,0,0,10.0,1,2.0,440.0,3,3,0.0,0,32,0,0,0,0,1,0,0,0,5,1,0,1,0,0
41,1,0,4.2467757786272395,2.1956036861284978e+41,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,7,7,1,1,5,5,0,0.0,4,3,3,4,3,1,6,244.0,1,0,286.0,530.0,0,5,0.0,0,6.272877006546167,550,0,6.984716320118266,0.0,0.0,2,1,2,1,4.0,4,0,0,0,0,7.0,2,2.0,496.0,3,3,0.0,0,50,0,0,0,0,1,0,0,0,6,1,0,1,0,0
42,1,0,4.04305126783455,3.02912774077705e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,0,0,1,1,5,5,0,0.0,4,3,3,5,1,1,6,1032.0,1,0,610.0,1642.0,0,5,0.0,0,7.257002707092073,0,0,7.257002707092073,1.0,0.0,1,1,1,1,4.0,6,0,1,4,0,0.0,2,3.0,852.0,3,3,0.0,160,192,0,1,0,0,1,0,0,0,4,1,0,0,0,0
43,1,0,4.219507705176107,2.8596464182718473e+47,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,8,5,10,10,1,1,5,5,0,0.0,4,3,3,4,3,1,6,484.0,1,0,491.0,975.0,0,5,0.0,0,6.882437470997847,873,0,7.521859252201629,1.0,0.0,2,1,3,1,4.0,7,0,1,3,0,10.0,2,2.0,592.0,3,3,0.0,280,184,0,0,0,0,1,0,0,0,4,1,0,0,0,0
44,1,0,4.382026634673881,7.884331751681287e+47,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,7,5,8,8,1,1,5,5,0,0.0,4,3,3,4,3,1,6,833.0,1,0,659.0,1492.0,0,5,0.0,0,7.307872780763706,0,0,7.307872780763706,1.0,0.0,2,0,3,1,4.0,6,0,1,4,0,8.0,2,2.0,596.0,3,3,0.0,277,137,0,0,0,0,1,0,0,0,4,1,0,0,0,0
45,1,0,4.2467757786272395,2.2708713290096938e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,6,43,43,1,1,5,5,0,120.0,3,3,3,3,3,1,6,506.0,1,0,1323.0,1829.0,0,4,0.0,0,7.511524648390866,0,0,7.511524648390866,1.0,0.0,2,0,4,1,3.0,8,0,0,0,0,43.0,2,2.0,535.0,3,3,0.0,0,76,0,0,0,0,1,0,0,0,5,1,0,1,0,0
46,1,0,4.382026634673881,3.3736605532798703e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,17,17,1,1,5,5,0,0.0,3,3,3,4,3,2,6,1137.0,1,0,143.0,1280.0,0,5,0.0,0,7.154615356913663,1215,0,7.822044008185619,1.0,0.0,2,1,4,1,4.0,9,0,1,3,0,17.0,1,2.0,660.0,3,3,0.0,224,32,0,0,0,0,1,0,0,0,3,1,0,0,0,0
47,1,0,4.2467757786272395,3.6731900353410694e+52,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,32,32,1,1,5,5,0,0.0,3,3,3,4,3,2,5,687.0,2,1,491.0,1224.0,0,3,0.0,0,7.160069207596127,604,0,7.544861068658458,0.0,1.0,3,0,3,1,3.0,7,0,1,3,0,32.0,2,2.0,678.0,3,3,0.0,0,69,0,0,0,0,1,0,0,0,4,1,0,1,0,0
48,1,0,4.382026634673881,7.773203708491786e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,6,39,39,1,1,5,5,0,0.0,3,3,3,3,3,1,5,329.0,1,0,386.0,715.0,0,3,0.0,0,6.835184586147301,715,0,7.405495663199472,0.0,0.0,1,2,4,1,3.0,7,0,0,0,0,39.0,2,2.0,441.0,3,3,0.0,0,78,0,0,0,0,1,2,0,0,6,1,0,0,0,0
49,1,0,4.382026634673881,7.773203708491786e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,5,44,44,1,1,5,5,0,172.0,3,3,3,3,3,1,3,698.0,1,0,534.0,1232.0,0,3,0.0,0,7.116394144093465,0,0,7.116394144093465,1.0,0.0,1,1,3,1,3.0,6,0,0,0,0,44.0,2,2.0,490.0,3,3,0.0,0,224,0,0,0,0,1,0,0,0,4,1,0,0,0,0
50,1,0,4.499809670330265,1.1437691547113696e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,5,44,44,1,1,5,5,0,0.0,3,3,3,4,3,1,4,1059.0,1,0,150.0,1209.0,0,4,0.0,0,7.097548850614793,0,0,7.097548850614793,1.0,0.0,1,0,3,1,3.0,6,0,0,0,0,44.0,2,2.0,504.0,3,3,0.0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,0
51,1,0,4.477336814478207,8.626553414679547e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,6,43,43,1,1,5,5,0,268.0,3,3,3,3,3,1,4,1010.0,1,0,500.0,1510.0,0,5,0.0,0,7.31986492980897,0,0,7.31986492980897,1.0,0.0,2,0,3,1,4.0,6,0,0,0,0,43.0,2,2.0,517.0,3,3,0.0,0,40,0,0,1,0,1,4,0,0,4,1,0,0,0,0
52,1,0,4.2467757786272395,2.6962049649394536e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,5,46,46,1,1,5,5,0,0.0,3,3,3,3,3,1,1,0.0,1,0,533.0,533.0,0,3,0.0,0,7.030857476116121,644,0,7.4815557019095165,0.0,0.0,2,0,3,1,3.0,8,0,0,0,0,46.0,1,2.0,480.0,3,3,0.0,0,172,0,0,0,0,1,0,0,0,5,1,0,1,0,0
53,1,0,4.584967478670572,4.479788839063962e+50,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,6,48,9,1,1,5,5,0,144.0,3,3,3,3,3,1,4,1500.0,1,0,228.0,1728.0,0,3,0.0,0,7.454719949364001,0,0,7.454719949364001,2.0,0.0,2,0,6,2,3.0,10,0,0,0,0,31.704032258064444,1,0.0,0.0,3,3,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
54,1,0,4.219507705176107,9.131849220715966e+48,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,5,7,58,8,1,1,5,5,0,265.0,4,3,3,3,3,1,2,670.0,1,0,470.0,1140.0,0,4,0.0,0,7.564757012905729,532,0,7.8083230503910555,0.0,0.0,2,0,3,1,3.0,7,0,2,4,0,16.0,1,2.0,400.0,3,3,0.0,0,0,0,0,0,0,1,2,0,0,3,1,0,0,0,0
55,1,0,4.787491742782046,1.3180119529675953e+52,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,6,61,60,1,1,5,5,0,340.0,3,4,3,3,3,1,3,300.0,1,0,482.0,782.0,0,3,0.0,0,6.926577033222725,537,0,7.349873704738337,0.0,0.0,2,0,3,1,3.0,6,0,1,4,0,61.0,1,2.0,470.0,3,3,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
56,1,0,4.31748811353631,6.573576226890399e+49,0,0.0,2,0.0,0,3,2,11,4,0,0.0,2,6,8,44,2,1,1,5,5,0,216.0,3,3,3,3,3,4,6,944.0,1,0,136.0,1080.0,0,4,0.0,0,7.028201432058005,0,0,7.028201432058005,1.0,0.0,1,0,2,1,4.0,5,0,1,4,0,44.0,1,1.0,315.0,3,3,0.0,238,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
